Department  ,Position Title,Employee Status,Initial Hire Date,Date in Position,Fair Labor Standards Act (FLSA) ,Base Salary
Law,Chief Deputy City Attorney,Permanent Full-time,08/26/2013,07/01/2016,Exempt,201158.14
Law,City Attorney,Permanent Full-time,10/08/1984,11/18/1997,Exempt,221056.36
Legal Services Grant,Asst Commonwealth's Att II,Special Project w/ Retirement,11/19/2018,08/29/2020,Exempt,71000.02
Legal Services Grant,Asst Commonwealth's Att II,Special Project w/ Retirement,09/10/2018,08/29/2020,Exempt,71000.02
Libraries,Messenger/Driver,Permanent Full-time,01/10/2011,08/08/2014,Nonexempt,26590.49
Libraries,Library Assistant II,Permanent Full-time,03/04/2019,11/21/2020,Nonexempt,27438.00
Libraries,Library Assistant II,Permanent Full-time,02/19/2019,01/30/2021,Nonexempt,27438.00
Libraries,Library Assistant II,Permanent Full-time,06/30/2009,01/30/2021,Nonexempt,27438.00
Libraries,Library Assistant II,Permanent Full-time,09/20/2012,03/27/2017,Nonexempt,29117.43
Libraries,Library Assistant II,Permanent Full-time,08/27/1996,01/08/2008,Nonexempt,29117.43
Libraries,Library Assistant II,Permanent Full-time,08/21/2001,11/10/2014,Nonexempt,29117.43
Libraries,Library Assistant II,Permanent Full-time,05/08/2017,12/18/2017,Nonexempt,29117.43
Libraries,Library Assistant II,Permanent Full-time,12/16/1986,04/23/1997,Nonexempt,29117.43
Libraries,Library Assistant II,Permanent Full-time,01/22/2004,01/02/2013,Nonexempt,29117.43
Libraries,Library Assistant II,Permanent Full-time,08/26/1996,01/23/2015,Nonexempt,29117.43
Libraries,Library Assistant II,Permanent Full-time,12/13/2002,07/23/2008,Nonexempt,29117.43
Libraries,Library Assistant II,Permanent Full-time,01/21/2020,11/23/2020,Nonexempt,30222.40
Libraries,Library Assistant II,Permanent Full-time,03/22/1994,06/23/2004,Nonexempt,30951.45
Libraries,Administrative Technician,Permanent Full-time,10/19/1998,02/19/2019,Nonexempt,31110.00
Libraries,Library Associate  I,Permanent Full-time,11/13/2018,11/21/2020,Nonexempt,31804.00
Libraries,Library Associate  I,Permanent Full-time,06/26/2012,01/06/2020,Nonexempt,31804.00
Libraries,Library Associate  I,Permanent Full-time,09/14/2019,03/16/2020,Nonexempt,31804.00
Libraries,Library Associate  I,Permanent Full-time,04/24/2021,04/24/2021,Nonexempt,32400.00
Libraries,Library Associate  I,Permanent Full-time,05/16/2007,03/16/2019,Nonexempt,32440.08
Libraries,Library Associate  I,Permanent Full-time,03/17/2015,11/23/2016,Nonexempt,33750.24
Libraries,Library Associate  I,Permanent Full-time,10/05/2010,01/09/2016,Nonexempt,33750.24
Libraries,Library Associate  I,Permanent Full-time,08/08/2016,11/10/2018,Nonexempt,33758.90
Libraries,Library Associate II,Permanent Full-time,03/23/2015,07/06/2019,Nonexempt,35133.90
Libraries,Library Associate  I,Permanent Full-time,10/23/1997,10/23/1997,Nonexempt,35458.00
Libraries,Library Associate II,Permanent Full-time,06/09/2007,02/20/2018,Nonexempt,38030.48
Libraries,Library Associate  I,Permanent Full-time,04/15/1997,12/26/2007,Nonexempt,38218.99
Libraries,Library Associate  I,Permanent Full-time,08/29/2005,03/12/2008,Nonexempt,38218.99
Libraries,Library Associate  I,Permanent Full-time,06/22/2005,06/02/2008,Nonexempt,38218.99
Libraries,Library Assistant II,Permanent Full-time,12/10/1984,05/15/1996,Nonexempt,39621.53
Libraries,Library Associate  I,Permanent Full-time,05/26/1998,03/13/2001,Nonexempt,40155.22
Libraries,Librarian I,Permanent Full-time,03/24/2010,09/30/2019,Exempt,41621.10
Libraries,Library Assistant II,Permanent Full-time,05/21/1984,05/15/1996,Nonexempt,41626.75
Libraries,Library Associate II,Permanent Full-time,04/01/2009,04/01/2009,Nonexempt,42014.68
Libraries,Library Associate II,Permanent Full-time,11/24/2014,08/24/2015,Nonexempt,42877.48
Libraries,Library Associate  I,Permanent Full-time,08/28/2002,08/28/2002,Nonexempt,43243.30
Libraries,Librarian I,Permanent Full-time,09/08/2016,09/08/2016,Exempt,43302.70
Libraries,Library Assistant II,Permanent Full-time,02/09/1978,05/15/1996,Nonexempt,43734.77
Libraries,Librarian I,Permanent Full-time,10/23/2014,01/22/2018,Exempt,44575.94
Libraries,Librarian I,Permanent Full-time,03/31/2008,03/31/2008,Exempt,46699.62
Libraries,Librarian I,Permanent Full-time,10/08/2007,10/08/2007,Exempt,46699.62
Libraries,Library Associate II,Permanent Full-time,05/24/1972,05/15/1996,Nonexempt,47534.07
Libraries,Project Coordinator,Permanent Full-time,06/14/2007,09/30/2019,Exempt,48779.46
Libraries,Librarian I,Permanent Full-time,11/10/2003,06/21/2013,Exempt,49233.98
Libraries,Accountant II,Permanent Full-time,11/17/2003,09/28/2019,Exempt,49500.00
Libraries,Librarian I,Permanent Full-time,08/16/2004,06/23/2016,Exempt,49797.29
Libraries,InfoTechnology Trainer,Permanent Full-time,12/31/2001,01/21/2020,Nonexempt,50989.85
Libraries,Executive Assistant,Permanent Full-time,09/18/2006,10/16/2017,Nonexempt,51306.11
Libraries,Administrative Assistant II,Permanent Full-time,07/21/1995,11/26/2018,Nonexempt,52176.06
Libraries,Library Associate II,Permanent Full-time,08/01/1984,12/08/1998,Nonexempt,52467.82
Libraries,Project Coordinator,Permanent Full-time,03/24/2014,08/03/2019,Exempt,52605.00
Libraries,Project Coordinator,Permanent Full-time,11/05/2007,11/26/2018,Exempt,54725.04
Libraries,InfoTechnology Trainer,Permanent Full-time,01/02/2002,06/23/2003,Nonexempt,56825.59
Libraries,Library Associate  I,Permanent Full-time,01/21/1974,05/15/1996,Nonexempt,57876.92
Libraries,Librarian II,Permanent Full-time,10/01/2002,10/15/2004,Exempt,59134.88
Libraries,Librarian II,Permanent Full-time,06/25/2001,04/26/2007,Exempt,59134.88
Libraries,Librarian III,Permanent Full-time,02/23/1999,02/27/2017,Exempt,59760.87
Libraries,Librarian II,Permanent Full-time,01/11/1982,10/08/2005,Exempt,62128.84
Libraries,Librarian III,Permanent Full-time,01/12/2004,02/08/2007,Exempt,66143.58
Libraries,Management Analyst III,Permanent Full-time,12/17/2001,05/02/2019,Exempt,66411.75
Libraries,Librarian III,Permanent Full-time,05/01/1974,05/15/1996,Exempt,82605.57
Libraries,Library Manager,Permanent Full-time,04/08/2004,08/25/2014,Exempt,83750.20
Libraries,Librarian III,Permanent Full-time,06/01/1990,02/04/2019,Exempt,93745.56
Libraries,Library Manager,Permanent Full-time,03/12/2001,04/16/2018,Exempt,99459.72
Libraries,Library Manager,Permanent Full-time,11/03/1986,11/26/2018,Exempt,109274.08
Libraries,Director of Libraries,Permanent Full-time,12/04/1995,10/14/2013,Exempt,143501.53
Magistrate Supplements,Magistrate,Non-City City Supplement,04/07/2006,04/07/2006,Nonexempt,3562.92
Magistrate Supplements,Magistrate,Non-City City Supplement,09/23/1994,01/08/2004,Nonexempt,3805.20
Maritime Center,Event Coordinator,Permanent Full-time,01/21/2020,01/21/2020,Exempt,44339.40
Maritime Center - Admin,Maritime Center Specialist I,Intermittent Temporary,05/03/2007,05/03/2007,Nonexempt,9.50
Maritime Center - Admin,Maritime Center Specialist II,Intermittent Temporary,01/23/1997,02/23/2015,Nonexempt,12.14
Maritime Center - Admin,Accounting Technician II,Permanent Full-time,08/15/2016,08/15/2016,Nonexempt,31190.28
Maritime Center - Admin,Support Technician,Permanent Full-time,09/02/1999,04/01/2015,Nonexempt,34231.07
Maritime Center - Admin,Electronics Technician I,Permanent Full-time,07/23/2015,07/23/2015,Nonexempt,34445.00
Maritime Center - Admin,Crew Leader I,Permanent Full-time,03/03/2004,09/21/2007,Nonexempt,36553.31
Maritime Center - Admin,Carpenter II,Permanent Full-time,03/24/2008,08/11/2014,Nonexempt,38903.63
Maritime Center - Admin,Business Manager,Permanent Full-time,11/02/2015,06/08/2016,Exempt,50749.83
Maritime Center - Admin,Exhibits Manager / Designer,Permanent Full-time,03/24/2014,03/24/2014,Exempt,53523.18
Maritime Center - Admin,Accountant III,Permanent Full-time,03/27/2021,03/27/2021,Exempt,60017.00
Maritime Center - Admin,Management Analyst III,Permanent Full-time,02/04/2019,02/04/2019,Exempt,66300.00
Maritime Center - Admin,Assistant Director,Permanent Full-time,01/23/1997,03/05/2018,Exempt,98838.00
Maritime Center - Admin,Director of Maritime Center,Permanent Full-time,10/01/2001,12/16/2013,Exempt,139060.06
Maritime Center - Education,Maritime Center Specialist II,Intermittent Temporary,07/13/2019,07/13/2019,Nonexempt,9.50
Maritime Center - Education,Education Specialist,Permanent Full-time,01/21/2020,01/21/2020,Nonexempt,29391.00
Maritime Center - Education,Education Specialist,Permanent Full-time,08/30/1997,05/24/1999,Nonexempt,40963.49
Maritime Center - Visitor Svcs,Maritime Center Specialist II,Intermittent Temporary,06/19/2006,02/23/2015,Nonexempt,11.59
Maritime Center - Visitor Svcs,Maritime Center Specialist I,Intermittent Temporary,06/20/2018,08/10/2019,Nonexempt,9.50
Maritime Center - Visitor Svcs,Maritime Center Specialist II,Intermittent Temporary,05/18/2015,05/18/2015,Nonexempt,11.59
Maritime Center - Visitor Svcs,Maritime Center Specialist II,Intermittent Temporary,06/01/1996,05/18/2015,Nonexempt,11.59
Maritime Center - Visitor Svcs,Visitor Services Assistant,Permanent Full-time,08/10/2015,08/10/2015,Nonexempt,28055.83
Maritime Center - Visitor Svcs,Visitor Services Specialist,Permanent Full-time,07/20/2019,07/20/2019,Exempt,37337.00
Maritime Center - Visitor Svcs,Visitor Services Specialist,Special Project,07/20/2019,07/20/2019,Exempt,37337.00
Maritime Center - Visitor Svcs,Visitor Services Coordinator,Permanent Full-time,01/23/1997,02/28/2014,Nonexempt,45432.99
Maritime Center - Visitor Svcs,Sales Representative,Permanent Full-time,07/30/2014,07/30/2014,Exempt,50787.72
Maritime Center - Visitor Svcs,Manager of Visitor Services,Permanent Full-time,10/15/2018,10/15/2018,Exempt,51557.39
Maritime Center- USS Wisconsin,Maritime Center Specialist II,Intermittent Temporary,11/12/2019,11/12/2019,Nonexempt,9.50
Maritime Center- USS Wisconsin,Maritime Center Specialist II,Intermittent Temporary,06/20/2018,08/10/2019,Nonexempt,9.50
Maritime Center- USS Wisconsin,Maritime Center Specialist II,Intermittent Temporary,01/22/2019,01/22/2019,Nonexempt,9.50
Maritime Center- USS Wisconsin,Maritime Center Specialist II,Intermittent Temporary,08/28/2017,08/28/2017,Nonexempt,9.57
Maritime Center- USS Wisconsin,Maritime Center Specialist II,Intermittent Temporary,09/05/2004,09/05/2004,Nonexempt,11.72
Maritime Center- USS Wisconsin,Maritime Center Specialist II,Intermittent Temporary,01/27/2014,01/27/2014,Nonexempt,12.39
Maritime Center- USS Wisconsin,Maritime Center Specialist II,Intermittent Temporary,09/30/2016,09/30/2016,Nonexempt,12.63
Maritime Center- USS Wisconsin,Maritime Center Specialist II,Intermittent Temporary,10/11/2010,10/11/2010,Nonexempt,14.06
Maritime Center- USS Wisconsin,Visitor Services Specialist,Permanent Full-time,01/07/2019,01/20/2020,Exempt,37337.00
NCSB - Forensic Services,Programs Manager,Permanent Full-time,07/01/1986,07/23/2005,Exempt,75651.74
NCSB - Housing & Homeless Serv,Administrative Assistant I,Special Project,02/27/2021,02/27/2021,Nonexempt,16.56
NCSB - Housing & Homeless Serv,Case Manager III,Permanent Full-time,10/16/2017,02/29/2020,Nonexempt,40805.00
NCSB - Housing & Homeless Serv,Management Analyst I,Permanent Full-time,11/21/2020,11/21/2020,Exempt,41805.00
NCSB - Housing & Homeless Serv,Case Manager IV,Special Project w/ Retirement,04/23/2007,05/14/2018,Exempt,50841.23
NCSB - Housing & Homeless Serv,Program Supervisor,Permanent Full-time,05/23/2005,11/23/2015,Exempt,57466.91
NCSB - Housing & Homeless Serv,Programs Manager,Permanent Full-time,03/08/2004,09/08/2015,Exempt,60956.30
NCSB - Housing&Homeless Grant,Case Manager III,Special Project w/ Retirement,08/17/2019,08/17/2019,Nonexempt,19.62
NCSB - Housing&Homeless Grant,Case Manager III,Special Project w/ Retirement,01/07/2019,01/07/2019,Nonexempt,21.41
NCSB - Housing&Homeless Grant,Case Manager IV,Special Project w/ Retirement,05/09/2016,01/08/2018,Exempt,46474.23
NCSB - Pharmacy,Pharmacy Technician,Permanent Full-time,10/10/2020,10/10/2020,Nonexempt,37337.00
NCSB - Pharmacy,Pharmacist,Intermittent Temporary,02/03/2020,02/03/2020,Exempt,56.00
NCSB - Pharmacy,Psychiatrist,Permanent Part-time,08/03/2019,08/03/2019,Exempt,160000.00
NCSB Homeless Project,Case Manager II,Permanent Full-time,04/10/2021,04/10/2021,Nonexempt,34445.00
NCSB Homeless Project,Peer Counselor II,Special Project w/ Retirement,03/14/2020,03/14/2020,Nonexempt,17.79
NCSB Homeless Project,Peer Counselor II,Special Project w/ Retirement,05/16/2017,05/16/2017,Nonexempt,19.39
NCSB Homeless Project,Case Manager III,Special Project w/ Retirement,01/11/2016,01/11/2016,Nonexempt,20.82
NCSB Homeless Project,Case Manager III,Permanent Full-time,07/09/2012,04/08/2016,Nonexempt,47632.43
NCSB Homeless Project,Case Manager III,Special Project w/ Retirement,01/25/2016,01/25/2016,Nonexempt,22.93
NCSB Peer Rec Cntr Grant,Division Head,Special Project w/ Retirement,02/05/2018,02/05/2018,Exempt,60149.00
NCSB- Mental Health Counseling,Support Technician,Permanent Full-time,01/25/2010,09/01/2021,Nonexempt,28745.60
NCSB- Mental Health Counseling,Clinician,Retiree Part-time,04/30/1997,09/08/2016,Exempt,31.30
NCSB- Mental Health Counseling,Info Technology Specialist,Special Project w/ Retirement,04/13/2019,04/13/2019,Nonexempt,17.74
NCSB- Mental Health Counseling,Licensed Practical Nurse,Permanent Full-time,05/23/2006,02/01/2020,Nonexempt,40805.00
NCSB- Mental Health Counseling,Case Manager III,Special Project,02/29/2020,02/29/2020,Nonexempt,21.53
NCSB- Mental Health Counseling,Clinician,Permanent Full-time,02/03/2020,02/03/2020,Exempt,57387.60
NCSB- Mental Health Counseling,Counselor IV,Permanent Full-time,02/26/2007,11/10/2018,Exempt,59214.62
NCSB- Mental Health Counseling,Clinician,Permanent Full-time,12/16/1988,11/08/2012,Exempt,62837.32
NCSB- Mental Health Counseling,Clinician,Permanent Full-time,04/23/1984,09/09/2013,Exempt,62837.32
NCSB- Mental Health Counseling,Clinical Supervisor,Permanent Full-time,10/02/2017,10/14/2019,Exempt,64506.61
NCSB-ACR,Case Manager III,Permanent Full-time,06/08/2009,09/18/2017,Nonexempt,42453.63
NCSB-ACR,Case Manager III,Permanent Full-time,06/08/2016,11/12/2019,Nonexempt,43302.70
NCSB-ACR,Case Manager IV,Permanent Full-time,05/06/1991,03/08/2016,Exempt,50895.85
NCSB-Adult & Family Services,Case Manager IV,Permanent Full-time,05/06/1991,02/23/2013,Exempt,68617.41
NCSB-Board Access Unit (MH),Administrative Technician,Permanent Full-time,01/10/2000,01/10/2000,Nonexempt,38989.27
NCSB-Board Access Unit (MH),Case Manager IV,Permanent Full-time,12/23/2013,05/14/2018,Exempt,47994.39
NCSB-Board Access Unit (MH),Case Manager IV,Permanent Full-time,01/26/1993,01/23/2015,Exempt,50787.72
NCSB-Board Access Unit (MH),Case Manager IV,Permanent Full-time,03/23/2012,10/29/2018,Exempt,53281.69
NCSB-Board Access Unit (MH),Program Administrator,Permanent Full-time,09/23/2011,01/08/2018,Exempt,55725.65
NCSB-Board Access Unit (MH),Case Manager IV,Permanent Full-time,06/10/1991,02/08/2010,Exempt,68075.85
NCSB-Board Access Unit SA,Support Technician,Permanent Full-time,04/10/2021,04/10/2021,Nonexempt,26200.00
NCSB-Board Access Unit SA,Case Manager III,Permanent Full-time,05/23/2000,02/29/2020,Nonexempt,46544.65
NCSB-Board Access Unit SA,Clinical Coordinator,Permanent Full-time,03/23/2001,02/23/2007,Exempt,60578.00
NCSB-Board Administration,Data Quality Control Analyst,Permanent Full-time,06/22/2019,06/22/2019,Nonexempt,29978.82
NCSB-Board Administration,Maintenance Mechanic I,Special Project,02/27/2021,02/27/2021,Nonexempt,14.51
NCSB-Board Administration,Maintenance Mechanic I,Permanent Full-time,07/11/2005,07/11/2005,Nonexempt,31896.62
NCSB-Board Administration,Management Analyst I,Permanent Full-time,04/23/2015,04/23/2015,Exempt,44168.75
NCSB-Board Administration,Facilities Manager,Permanent Full-time,04/03/2017,02/01/2021,Exempt,47823.00
NCSB-Board Administration,Division Head,Permanent Full-time,10/06/1997,07/23/2003,Exempt,104070.66
NCSB-Board Operations,Management Analyst III,Permanent Full-time,05/10/2004,08/10/2015,Exempt,62961.00
NCSB-Board Operations,Management Analyst III,Permanent Full-time,10/13/1997,05/08/2014,Exempt,75652.00
NCSB-Case Management,Case Manager I,Permanent Full-time,02/29/2020,02/29/2020,Nonexempt,30000.00
NCSB-Case Management,Case Manager I,Permanent Full-time,06/23/2006,02/18/2020,Nonexempt,32624.01
NCSB-Case Management,Case Manager II,Permanent Full-time,03/06/2017,07/08/2019,Nonexempt,36890.34
NCSB-Case Management,Case Manager II,Permanent Full-time,02/19/2019,07/08/2019,Nonexempt,36890.34
NCSB-Case Management,Case Manager II,Permanent Full-time,02/19/2019,07/08/2019,Nonexempt,36890.34
NCSB-Case Management,Case Manager III,Permanent Full-time,10/15/2018,10/15/2018,Nonexempt,41621.10
NCSB-Case Management,Case Manager III,Permanent Full-time,11/20/2000,01/22/2019,Nonexempt,41621.10
NCSB-Case Management,Case Manager III,Permanent Full-time,11/23/2019,11/23/2019,Nonexempt,42029.15
NCSB-Case Management,Case Manager III,Permanent Full-time,03/05/2018,03/05/2018,Nonexempt,42453.52
NCSB-Case Management,Case Manager III,Permanent Full-time,12/11/2017,12/11/2017,Nonexempt,42453.63
NCSB-Case Management,Case Manager III,Permanent Full-time,04/10/2021,04/10/2021,Nonexempt,42869.00
NCSB-Case Management,Case Manager III,Permanent Full-time,04/10/2021,04/10/2021,Nonexempt,42869.00
NCSB-Case Management,Case Manager III,Permanent Full-time,03/19/2018,04/10/2021,Nonexempt,42869.00
NCSB-Case Management,Case Manager III,Permanent Full-time,08/03/2019,08/22/2020,Nonexempt,42869.00
NCSB-Case Management,Case Manager III,Permanent Full-time,08/15/2020,08/15/2020,Nonexempt,42869.00
NCSB-Case Management,Case Manager III,Permanent Full-time,07/06/2020,07/06/2020,Nonexempt,42869.00
NCSB-Case Management,Case Manager III,Permanent Full-time,03/04/2019,03/04/2019,Nonexempt,42869.73
NCSB-Case Management,Case Manager III,Permanent Full-time,02/18/2020,02/18/2020,Nonexempt,42869.73
NCSB-Case Management,Case Manager III,Permanent Full-time,02/29/2020,02/29/2020,Nonexempt,42869.73
NCSB-Case Management,Case Manager III,Permanent Full-time,11/26/2018,11/26/2018,Nonexempt,42869.73
NCSB-Case Management,Case Manager III,Permanent Full-time,08/01/2016,05/30/2017,Nonexempt,43302.59
NCSB-Case Management,Case Manager III,Permanent Full-time,01/25/2016,01/25/2016,Nonexempt,43302.70
NCSB-Case Management,Case Manager III,Permanent Full-time,04/08/2016,04/08/2016,Nonexempt,43302.71
NCSB-Case Management,Case Manager III,Permanent Full-time,06/06/1991,05/30/2021,Nonexempt,43302.83
NCSB-Case Management,Case Manager III,Permanent Full-time,04/13/2019,04/13/2019,Nonexempt,43334.70
NCSB-Case Management,Case Manager III,Permanent Full-time,08/14/2017,01/22/2019,Nonexempt,43701.90
NCSB-Case Management,Case Manager III,Permanent Full-time,12/10/2018,12/10/2018,Nonexempt,43701.90
NCSB-Case Management,Case Manager III,Permanent Full-time,04/13/2019,04/13/2019,Nonexempt,43701.90
NCSB-Case Management,Case Manager III,Permanent Full-time,04/13/2019,04/13/2019,Nonexempt,43701.90
NCSB-Case Management,Case Manager III,Permanent Full-time,04/27/2019,04/27/2019,Nonexempt,43701.90
NCSB-Case Management,Case Manager III,Permanent Full-time,04/08/2016,12/08/2016,Nonexempt,44168.64
NCSB-Case Management,Case Manager III,Permanent Full-time,02/26/2007,12/08/2015,Nonexempt,44168.75
NCSB-Case Management,Case Manager III,Permanent Full-time,07/23/2014,07/23/2018,Nonexempt,44168.76
NCSB-Case Management,Case Manager III,Permanent Full-time,03/06/2017,12/10/2018,Nonexempt,44575.94
NCSB-Case Management,Administrative Assistant II,Permanent Full-time,11/12/1991,06/23/2008,Nonexempt,44828.77
NCSB-Case Management,Case Manager III,Permanent Full-time,10/02/2017,07/02/2018,Nonexempt,48212.65
